Date,AAPL,AMZN,GOOG,GOOGL,MSFT,TSLA
2014-12-31,,,,,,
2015-01-02,-0.00951255162611242,-0.005896586611082388,-0.003020533114248325,-0.0020917358963818966,0.006673790172272431,-0.013938176640412192
2015-01-05,-0.028171606873419353,-0.020517290123177045,-0.020845616272583745,-0.01905396375522661,-0.009195819202596045,-0.04204102817052724
2015-01-06,9.413775275746161e-05,-0.022833334564125174,-0.023177092657529097,-0.024679430596243113,-0.014677320921666404,0.005664237314159992
2015-01-07,0.014022189288677822,0.010599740338593344,-0.001713233828298022,-0.002940985135149732,0.01270532304426375,-0.0015619306272327549
2015-01-08,0.038422268117386915,0.0068360190164749035,0.003153036586827307,0.003484163210293323,0.029418140251311176,-0.0015643062581811584
2015-01-09,0.0010725064548811059,-0.011748610100441481,-0.012950547412276081,-0.012211305217761592,-0.00840515916361384,-0.018801629106854012
2015-01-12,-0.02464067568603079,-0.018590241168821242,-0.007295939839584431,-0.0073094209281465705,-0.012502652463608155,-0.021532914950603166
2015-01-13,0.008878729708952982,0.0114272047823194,0.0073698312047869585,0.00953605221129794,-0.005150168919057174,0.010088497728839352
2015-01-14,-0.0038105440418596537,-0.00498748937494764,0.009452221525307003,0.008230334733981604,-0.008628160496391146,-0.05659733676235856
2015-01-15,-0.02714028482794184,-0.02155010661563239,0.0018367874830542696,-0.003794942655129807,-0.010443854477762415,-0.004255528597720826
2015-01-16,-0.0077700976729632165,0.01320786597364454,0.01253511558221665,0.012797373966116465,0.016710689179419758,0.006254228739435819
2015-01-20,0.02575717909196018,-0.004471320197683593,-0.002322446488982388,-0.0010187272590176377,0.0032438950202611228,-0.00590461088227523
2015-01-21,0.007634306675271096,0.0269831443733215,0.021976732489431328,0.02049264608138479,-0.010131520303662711,0.024175518017267583
2015-01-22,0.02601550337497094,0.043969695198313286,0.03156120029009979,0.0324948217643064,0.026350238401974035,0.02569055090301542
2015-01-23,0.005160158569225137,0.006670557333399607,0.010404386945874089,0.008654385939876219,0.0010608791836921316,-0.0016366947705445112
2015-01-26,0.001062091641194307,-0.008739099022464725,-0.008778587828738305,-0.009650314840105145,-0.0036032637249459043,0.02613147671721605
2015-01-27,-0.035013254976999475,-0.009397415550576715,-0.030978443507673092,-0.028935038347756792,-0.09253347435514692,-0.0027596300325537504
2015-01-28,0.056532877070278875,-0.009258304692531638,-0.016640004130296093,-0.016807679721472013,-0.03445853788000652,-0.03209052877530916
2015-01-29,0.03113350137277493,0.02589578261385017,0.0012941076848500543,0.0015612245771527977,0.019907737852957963,0.02924214605280495
2015-01-30,-0.014634128187044793,0.13711590504758542,0.046723844724113395,0.0473861449706805,-0.0383241337771979,-0.007797333058199185
2015-02-02,0.0125468892570888,0.02803710563321249,-0.011299825186585455,-0.009952559515982284,0.021782109410423356,0.0360511389604945
2015-02-03,0.00016862743761336674,-0.0025241873816378435,0.0014380579414012828,0.002066903566863676,0.007751930820906638,0.0351758385028933
2015-02-04,0.007669582983666157,0.0033007545975995978,-0.012243957182432763,-0.013500866228807418,0.0057692713286059405,0.0008701251992371262
2015-02-05,0.003178361413283426,0.02505830029005307,0.009220258944636184,0.007089927662145223,0.014579364438980225,0.011164535201252157
2015-02-06,-0.008420894744636032,0.0010431267192869687,0.006482445383034108,0.007643937984513904,-0.0009423065914822004,-0.016426056915829212
2015-02-09,0.0066425705330883655,-0.009939126696499656,-0.005969859385001941,-0.008616151199999034,-0.0011789492393406986,0.0005520394593698796
2015-02-10,0.01921145505272137,0.00658461471310301,0.017259321819437012,0.02055617834920076,0.005665671867598698,-0.005471765552931385
2015-02-11,0.023438786174676318,0.005737284350710414,-0.001806508660206485,-0.00399880790707885,-0.005164258541922373,-0.016135698387415576
2015-02-12,0.012652161000999973,0.005411289527123664,0.012985753368461639,0.014888522561346651,0.016753163439791052,-0.04661658846022321
2015-02-13,0.004902757797490498,0.012355161199459674,0.01119855653404711,0.009432050204966291,0.018101619320835205,0.004386864226918918
2015-02-17,0.005901794060383159,-0.01676137056164162,-0.011238410867801085,-0.011158314570494654,-0.006610374011641662,0.0028462803614237586
2015-02-18,0.0069623670257370485,-0.005486974164552572,-0.005784404108358787,-0.004330196939759001,-0.0011473852605986545,0.0005383231478952588
2015-02-19,-0.0020976093062490264,0.015078868098447495,0.005873624786707943,0.007002691834319341,-0.0006891518524724249,0.035459277020091884
2015-02-20,0.008174410873523774,0.012295503549077491,-0.007220875184531184,-0.008509472937918594,0.008275876100035884,0.025506564298148016
2015-02-23,0.027027027027026973,-0.009174820930662464,-0.013062430303044104,-0.012550762298737417,0.006611967886268166,-0.04500019733692018
2015-02-24,-0.006240615271087879,-0.004077413046397083,0.007858459702777099,0.006822461279753167,-0.0013590344556578815,-0.015578320500655551
2015-02-25,-0.025573162817873696,0.01790849120006932,0.014512515340925347,0.016114360038432363,-0.0022680533856886953,-0.001714777553045277
2015-02-26,0.012656300704908974,-0.0014790774682414964,0.021346950631550232,0.021851517515281582,0.0015912637452450973,0.016833573717678796
2015-02-27,-0.015028304574419393,-0.012058230442414719,0.005256751875898802,0.005971850537040968,-0.00476629352302349,-0.0185820116516362
2015-03-02,0.004904169321948482,0.014467673309541018,0.023173381745305255,0.02202154883908114,0.0006842096930026464,-0.02955644716492234
2015-03-03,0.0020915971811961143,-0.0027226923140075687,0.004025621290587589,0.006556341053658432,-0.013673707251897538,0.011300918070464405
2015-03-04,-0.006338955785016642,-0.004914047560482082,-0.00047071121336939026,-0.0007947862444178666,-0.0050831195057957634,0.014431779204036044
2015-03-05,-0.01657063743018905,0.013351839346541716,0.003418416364580956,0.005360285171260637,0.001161152704736379,-0.008940979178158281
2015-03-06,0.0015030045606165832,-0.019957250762314804,-0.013288067520012659,-0.014670736254332573,-0.01739735535563669,-0.03364400833280279
2015-03-09,0.004265410126665481,-0.004025359322132216,0.0020522511760840967,0.0020945877110685185,0.011567465927981857,-0.015473474370690798
2015-03-10,-0.020685836605659924,-0.02390635046947598,-0.02432979161848925,-0.0248214464526737,-0.01913651631328417,-0.0029337926038629503
2015-03-11,-0.018231501353419444,-0.008497717902359425,-0.006900827662361997,-0.007430568217838274,-0.0011896083395838142,0.017969786081706296
2015-03-12,0.018079181308032988,0.021480981698574597,0.00785590298260308,0.009861619487227413,-0.02286801083708434,-0.013781390917263936
2015-03-13,-0.006910410859304661,-0.009779850663734324,-0.014743201751214796,-0.014558891856865097,0.008776221509851911,-0.012508496633278132
2015-03-16,0.011004131812039075,0.007474781080550219,0.013136705463972165,0.015623910302048793,0.0043499347638846775,0.037205883869277256
2015-03-17,0.016726722835782804,-0.0038301257588269078,-0.006618426007600431,-0.007175412495884048,0.0033686088792674873,-0.00495657224609003
2015-03-18,0.01125629955030183,0.00865773780829282,0.0157214339264371,0.01533328882020979,0.01918463363126688,0.030709164308927006
2015-03-19,-0.007550410301909505,-0.005064739217841674,-0.002698813322039917,-0.004398059635974505,-0.004941154928768343,-0.025210528438961433
2015-03-20,-0.012549007640165422,0.014065954686622861,0.004247317739703327,0.0022708029651052897,0.013951292026840978,0.012420115455768377
2015-03-23,0.010405063881786303,-0.00893015522852103,-0.0027660743213268058,0.0007434253949658576,-0.00046642857428802476,0.007825204316233458
2015-03-24,-0.0040877025926326915,-0.002719233981241631,0.02036469898882598,0.021525777731146833,0.0009332924628489003,0.010469325694766773
2015-03-25,-0.026126806568806837,-0.008366963084348256,-0.020002062220423777,-0.018249832478691164,-0.033566489281768086,-0.036783689389238594
2015-03-26,0.006970340650803708,-0.009731508909358144,-0.006469352942171103,-0.005925967289812317,-0.006029908478546675,-0.020020535165919506
2015-03-27,-0.00796843110746892,0.008738237108327551,-0.012302597246362401,-0.010804722200639882,-0.005823777459387447,-0.028412417028683246
2015-03-30,0.025314423907359274,0.010875428556369249,0.006729451253281615,0.006438836662062242,-0.00024413316896398918,0.030108169094502424
2015-03-31,-0.015351763862003431,-0.006647282408785982,-0.0073003428469112785,-0.011476587136813765,-0.00732420028725711,-0.009445338842494988
2015-04-01,-0.0014465989289906833,-0.004944856555692212,-0.009927015329091349,-0.009392462537981872,0.0014756855267139546,-0.0062510704017435526
2015-04-02,0.008611667563977576,0.005374533903473866,-0.012957116367430466,-0.014886545231434178,-0.010559928592466683,0.018177920738268627
2015-04-06,0.016198522057454978,0.012867699427462354,0.002306116501525679,0.004877056334348762,0.031273226430918566,0.06335084074758979
2015-04-07,-0.010522154330162237,-0.006975299267686141,0.00047504191357661263,0.0016729405736863878,-0.0004813587997815061,0.0007385693434276419
2015-04-08,-0.003253739029907443,0.018135119400701116,0.008547193013347387,0.007304606859901863,-0.0026487024701382644,0.02174665976455148
2015-04-09,0.007643304905536663,0.006138540562031336,-0.0015324412761341666,-0.0014940735753390388,0.0014486087866609765,0.011653015949509848
2015-04-10,0.004266758264414028,-0.0023205063798260595,-0.0014238818442615653,0.0009489061510794539,0.005785961454083832,0.0038555516327911654
2015-04-13,-0.001966955177036489,-0.0007578551960234492,-0.0015555405542385659,0.00018227151195016056,0.0009587032516726879,-0.005310595640134919
2015-04-14,-0.004335793685291134,0.007192214809078612,-0.016284271395347605,-0.01614898290033251,-0.0026340229903116796,-0.011059221524362783
2015-04-15,0.003800441139675703,-0.00431046608425123,0.004034751146833493,0.00233427413367715,0.014645780871707315,0.0017834849910411954
2015-04-16,-0.004811489321856488,0.006754436369916572,0.0023848325768660583,0.0045837848996961306,-0.0023662678204636745,-0.005437155028403029
2015-04-17,-0.011254642066681253,-0.027147454491968093,-0.018265225637414395,-0.019833730241420433,-0.012808370908011013,0.0004354513000803806
2015-04-20,0.022845679151271225,0.03714454326424965,0.021620078126762143,0.022130887355725326,0.03099473687249632,-0.007350472676152187
2015-04-21,-0.0054074829174206585,0.004287433338775237,-0.0026336360789495084,-0.0029566653942368903,-0.006292250261565879,0.02016856020521529
2015-04-22,0.013474047795561273,-0.0035278001987215646,0.010103530400853211,0.011530233787571786,0.008208308954697818,0.04789641514821552
2015-04-23,0.008163606683402103,0.0004874552925402398,0.014155538804278,0.015077008012545301,0.008141392427449157,-0.0038279091473925053
2015-04-24,0.004704254021479892,0.1413112565602248,0.033016466555002566,0.029060431126633146,0.10452235263839471,-0.0007776197845633659
