Date,Ticker,Adj Close,Close,High,Low,Open,Volume
2014-12-31,AAPL,24.839488983154297,27.594999313354492,28.282499313354492,27.552499771118164,28.204999923706055,165613600
2014-12-31,AMZN,15.517499923706055,15.517499923706055,15.64900016784668,15.500499725341797,15.577500343322754,40960000
2014-12-31,GOOG,26.247936248779297,26.247936248779297,26.55708885192871,26.218017578125,26.48977279663086,27364925
2014-12-31,GOOGL,26.533000946044922,26.533000946044922,26.920000076293945,26.510000228881836,26.886999130249023,24648000
2014-12-31,MSFT,40.54087448120117,46.45000076293945,47.439998626708984,46.45000076293945,46.72999954223633,21552500
2014-12-31,TSLA,14.827333450317383,14.827333450317383,15.045332908630371,14.816666603088379,14.87266731262207,34462500
2015-01-02,AAPL,24.603208541870117,27.332500457763672,27.860000610351562,26.837499618530273,27.84749984741211,212818400
2015-01-02,AMZN,15.425999641418457,15.425999641418457,15.737500190734863,15.347999572753906,15.628999710083008,55664000
2015-01-02,GOOG,26.16865348815918,26.16865348815918,26.49077033996582,26.133251190185547,26.37807846069336,28951268
2015-01-02,GOOGL,26.477500915527344,26.477500915527344,26.790000915527344,26.393999099731445,26.6299991607666,26480000
2015-01-02,MSFT,40.811431884765625,46.7599983215332,47.41999816894531,46.540000915527344,46.65999984741211,27913900
2015-01-02,TSLA,14.620667457580566,14.620667457580566,14.883333206176758,14.21733283996582,14.857999801635742,71466000
2015-01-05,AAPL,23.910091400146484,26.5625,27.162500381469727,26.352500915527344,27.072500228881836,257142000
2015-01-05,AMZN,15.10949993133545,15.10949993133545,15.418999671936035,15.042499542236328,15.350500106811523,55484000
2015-01-05,GOOG,25.623151779174805,25.623151779174805,26.14472007751465,25.582763671875,26.091365814208984,41196796
2015-01-05,GOOGL,25.972999572753906,25.972999572753906,26.399499893188477,25.887500762939453,26.357500076293945,41182000
2015-01-05,MSFT,40.43613052368164,46.33000183105469,46.72999954223633,46.25,46.369998931884766,39673900
2015-01-05,TSLA,14.005999565124512,14.005999565124512,14.433333396911621,13.810667037963867,14.303333282470703,80527500
2015-01-06,AAPL,23.912342071533203,26.565000534057617,26.857500076293945,26.157499313354492,26.635000228881836,263188400
2015-01-06,AMZN,14.76449966430664,14.76449966430664,15.149999618530273,14.619000434875488,15.112000465393066,70380000
2015-01-06,GOOG,25.029281616210938,25.029281616210938,25.738086700439453,24.98390769958496,25.67949676513672,57998800
2015-01-06,GOOGL,25.332000732421875,25.332000732421875,26.06049919128418,25.27750015258789,26.024999618530273,54456000
2015-01-06,MSFT,39.842647552490234,45.650001525878906,46.75,45.540000915527344,46.380001068115234,36447900
2015-01-06,TSLA,14.085332870483398,14.085332870483398,14.279999732971191,13.61400032043457,14.003999710083008,93928500
2015-01-07,AAPL,24.247650146484375,26.9375,27.049999237060547,26.674999237060547,26.799999237060547,160423600
2015-01-07,AMZN,14.920999526977539,14.920999526977539,15.064000129699707,14.766500473022461,14.875,52806000
2015-01-07,GOOG,24.986400604248047,24.986400604248047,25.29275894165039,24.914098739624023,25.28059196472168,41301082
2015-01-07,GOOGL,25.25749969482422,25.25749969482422,25.574499130249023,25.1825008392334,25.547500610351562,46918000
2015-01-07,MSFT,40.348854064941406,46.22999954223633,46.459999084472656,45.4900016784668,45.97999954223633,29114100
2015-01-07,TSLA,14.063332557678223,14.063332557678223,14.3186674118042,13.985333442687988,14.223333358764648,44526000
2015-01-08,AAPL,25.179296493530273,27.97249984741211,28.037500381469727,27.174999237060547,27.3075008392334,237458000
2015-01-08,AMZN,15.02299976348877,15.02299976348877,15.156999588012695,14.805500030517578,15.015999794006348,61768000
2015-01-08,GOOG,25.065183639526367,25.065183639526367,25.105073928833008,24.4827823638916,24.83132553100586,67071641
2015-01-08,GOOGL,25.345500946044922,25.345500946044922,25.375,24.750999450683594,25.07550048828125,73054000
2015-01-08,MSFT,41.53583908081055,47.59000015258789,47.75,46.720001220703125,46.75,29645200
2015-01-08,TSLA,14.041333198547363,14.041333198547363,14.25333309173584,14.000666618347168,14.187333106994629,51637500
2015-01-09,AAPL,25.206302642822266,28.002500534057617,28.3125,27.552499771118164,28.167499542236328,214798000
2015-01-09,AMZN,14.846500396728516,14.846500396728516,15.143500328063965,14.833999633789062,15.074000358581543,51848000
