lr-AdamW,step,train_loss,epoch,val_loss,test_loss
0.001,0,,,,
,0,0.0005623408942483366,0,,
,1,0.0011541299754753709,0,,
,2,0.000641683756839484,0,,
,3,0.0005408422439359128,0,,
,4,0.0003311302571091801,0,,
,5,0.0004896149039268494,0,,
,6,0.0003048203943762928,0,,
,7,0.00047302598250098526,0,,
,8,0.0006413499941118062,0,,
,9,0.0003292846377007663,0,,
,10,0.0006441043224185705,0,,
,11,0.0005627471255138516,0,,
,12,0.0006201810901984572,0,,
,13,0.0002538697444833815,0,,
,14,0.0002334972086828202,0,,
,15,0.00012272654566913843,0,,
,15,,0,0.0008202663739211857,
0.001,16,,,,
,16,0.0003791952913161367,1,,
,17,0.0008970665512606502,1,,
,18,0.0005346896941773593,1,,
,19,0.000510160461999476,1,,
,20,0.0002676772710401565,1,,
,21,0.0003715887723956257,1,,
,22,0.0002802294911816716,1,,
,23,0.00042955263052135706,1,,
,24,0.0005049221217632294,1,,
,25,0.0002968763583339751,1,,
,26,0.0005985036259517074,1,,
,27,0.0004891591961495578,1,,
,28,0.0005460860556922853,1,,
,29,0.0002600052976049483,1,,
,30,0.00022288627224043012,1,,
,31,9.661993681220338e-05,1,,
,31,,1,0.0004296620318200439,
0.001,32,,,,
,32,0.0005553308292292058,2,,
,33,0.0009830817580223083,2,,
,34,0.0004928097478114069,2,,
,35,0.0005106532480567694,2,,
,36,0.00027125392807647586,2,,
,37,0.00039753562305122614,2,,
,38,0.00028968515107408166,2,,
,39,0.00040471332613378763,2,,
,40,0.0006231682491488755,2,,
,41,0.00033483654260635376,2,,
,42,0.0005006298306398094,2,,
,43,0.000446416437625885,2,,
,44,0.0006106805521994829,2,,
,45,0.0002415994822513312,2,,
,46,0.00023282968322746456,2,,
,47,0.00010348926298320293,2,,
,47,,2,0.0005013768677599728,
0.001,48,,,,
,48,0.00037169287679716945,3,,
,49,0.0008616017876192927,3,,
,50,0.0005221027531661093,3,,
,51,0.0005638432921841741,3,,
,52,0.0003811776696238667,3,,
,53,0.0004269976052455604,3,,
,54,0.00033664144575595856,3,,
,55,0.00035131131880916655,3,,
,56,0.0005083683063276112,3,,
,57,0.000376202748157084,3,,
,58,0.0005568708293139935,3,,
,59,0.0004884935915470123,3,,
,60,0.0005495215300470591,3,,
,61,0.0002600750594865531,3,,
,62,0.00022851218818686903,3,,
,63,8.668814552947879e-05,3,,
,63,,3,0.00037381486617960036,
0.001,64,,,,
,64,0.0007616236689500511,4,,
,65,0.0008876085048541427,4,,
,66,0.0005295620649121702,4,,
,67,0.0005469154566526413,4,,
,68,0.0002711221168283373,4,,
,69,0.00039244903018698096,4,,
,70,0.00042454287176951766,4,,
,71,0.000428833911428228,4,,
,72,0.0005809339345432818,4,,
,73,0.00032013628515414894,4,,
,74,0.0006653974996879697,4,,
,75,0.000530398974660784,4,,
,76,0.0005424640839919448,4,,
,77,0.00026784781948663294,4,,
,78,0.00022948067635297775,4,,
,79,8.857395005179569e-05,4,,
,79,,4,0.0007478095358237624,
0.001,80,,,,
,80,0.00047681620344519615,5,,
,81,0.0008905096910893917,5,,
,82,0.0005385307595133781,5,,
,83,0.000577135942876339,5,,
,84,0.0002956181706395,5,,
,85,0.0003425527538638562,5,,
,86,0.0003065592027269304,5,,
,87,0.0003349119797348976,5,,
,88,0.0005460772081278265,5,,
,89,0.00034032113035209477,5,,
,90,0.0007103530806489289,5,,
,91,0.0005983338924124837,5,,
,92,0.0006525227217935026,5,,
,93,0.0004065312386956066,5,,
,94,0.00023241477902047336,5,,
,95,8.146146865328774e-05,5,,
,95,,5,0.0003423630550969392,
0.001,96,,,,
,96,0.0003666513948701322,6,,
,97,0.0008747141109779477,6,,
,98,0.0005045438301749527,6,,
,99,0.0005746136303059757,6,,
,100,0.00035780356847681105,6,,
,101,0.0004372709954623133,6,,
,102,0.00035548306186683476,6,,
,103,0.0004903035005554557,6,,
,104,0.0004971853923052549,6,,
,105,0.0002972321817651391,6,,
,106,0.0006233493331819773,6,,
,107,0.0004898062325082719,6,,
,108,0.0007679782574996352,6,,
,109,0.00035158346872776747,6,,
,110,0.0002675429277587682,6,,
