Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-02 00:00:00-05:00,14.857999801635742,14.883333206176758,14.21733283996582,14.620667457580566,71466000,0,0
2015-01-05 00:00:00-05:00,14.303333282470703,14.433333396911621,13.810667037963867,14.005999565124512,80527500,0,0
2015-01-06 00:00:00-05:00,14.003999710083008,14.279999732971191,13.61400032043457,14.085332870483398,93928500,0,0
2015-01-07 00:00:00-05:00,14.223333358764648,14.3186674118042,13.985333442687988,14.063332557678223,44526000,0,0
2015-01-08 00:00:00-05:00,14.187333106994629,14.25333309173584,14.000666618347168,14.041333198547363,51637500,0,0
2015-01-09 00:00:00-05:00,13.928000450134277,13.998666763305664,13.663999557495117,13.77733325958252,70024500,0,0
2015-01-12 00:00:00-05:00,13.536666870117188,13.631333351135254,13.283332824707031,13.480667114257812,89254500,0,0
2015-01-13 00:00:00-05:00,13.554667472839355,13.840666770935059,13.394000053405762,13.616666793823242,67159500,0,0
2015-01-14 00:00:00-05:00,12.388667106628418,13.013333320617676,12.333333015441895,12.845999717712402,173278500,0,0
2015-01-15 00:00:00-05:00,12.965999603271484,13.050000190734863,12.666666984558105,12.791333198547363,78247500,0,0
2015-01-16 00:00:00-05:00,12.713333129882812,12.965999603271484,12.643333435058594,12.871333122253418,54048000,0,0
2015-01-20 00:00:00-05:00,12.924667358398438,12.941332817077637,12.469332695007324,12.795332908630371,67548000,0,0
2015-01-21 00:00:00-05:00,12.636667251586914,13.245332717895508,12.633999824523926,13.104666709899902,62295000,0,0
2015-01-22 00:00:00-05:00,13.133333206176758,13.549332618713379,13.013333320617676,13.441332817077637,61753500,0,0
2015-01-23 00:00:00-05:00,13.352666854858398,13.566666603088379,13.222000122070312,13.419333457946777,51579000,0,0
2015-01-26 00:00:00-05:00,13.45533275604248,13.907999992370605,13.403332710266113,13.770000457763672,48517500,0,0
2015-01-27 00:00:00-05:00,13.628000259399414,13.868666648864746,13.553333282470703,13.732000350952148,41715000,0,0
2015-01-28 00:00:00-05:00,13.740667343139648,13.758000373840332,13.227999687194824,13.291333198547363,47244000,0,0
