lr-AdamW,step,train_loss,epoch,val_loss,test_loss
,228,0.00018944745534099638,14,,
,229,0.0001686852629063651,14,,
,230,0.0002759992203209549,14,,
,231,0.00013765969197265804,14,,
,232,0.00020760718325618654,14,,
,233,0.00014453560288529843,14,,
,234,0.00016908968973439187,14,,
,235,0.0006168524269014597,14,,
,236,0.00023289045202545822,14,,
,237,0.00013453362043946981,14,,
,238,0.00010535992623772472,14,,
,239,5.136129766469821e-05,14,,
,239,,14,0.00026328160311095417,
0.001,240,,,,
,240,0.00019059110491070896,15,,
,241,0.0005722366622649133,15,,
,242,0.00023288674128707498,15,,
,243,0.00020097069500479847,15,,
,244,0.00018086638010572642,15,,
,245,0.00016428410890512168,15,,
,246,0.0002738507173489779,15,,
,247,0.00013697793474420905,15,,
,248,0.0002108154585584998,15,,
,249,0.00014754556468687952,15,,
,250,0.00016840566240716726,15,,
,251,0.0006145022925920784,15,,
,252,0.00023321452317759395,15,,
,253,0.00013592126197181642,15,,
,254,0.00010599832603475079,15,,
,255,4.9384736485080793e-05,15,,
,255,,15,0.0002631722600199282,
0.001,256,,,,
,256,0.00018923099560197443,16,,
,257,0.0005722053465433419,16,,
,258,0.0002306691458215937,16,,
,259,0.00020054289780091494,16,,
,260,0.00018306188576389104,16,,
,261,0.000165039804414846,16,,
,262,0.0002750349813140929,16,,
,263,0.00013497500913217664,16,,
,264,0.0002112594956997782,16,,
,265,0.00014756132441107184,16,,
,266,0.00016677759413141757,16,,
,267,0.0006176282186061144,16,,
,268,0.00023341189080383629,16,,
,269,0.00013499804481398314,16,,
,270,0.0001059736532624811,16,,
,271,5.100207999930717e-05,16,,
,271,,16,0.00026280738529749215,
0.001,272,,,,
,272,0.0001831775443861261,17,,
,273,0.0005883244448341429,17,,
,274,0.0002269661781610921,17,,
,275,0.00020065027638338506,17,,
,276,0.00017893288168124855,17,,
,277,0.0001673792430665344,17,,
,278,0.0002726767270360142,17,,
,279,0.00013892180868424475,17,,
,280,0.00020981069246772677,17,,
,281,0.00014362618094310164,17,,
,282,0.00016879865142982453,17,,
,283,0.000615874130744487,17,,
,284,0.00023285980569198728,17,,
,285,0.00013396685244515538,17,,
,286,0.0001059487258316949,17,,
,287,4.9960235628532246e-05,17,,
,287,,17,0.0002625997585710138,
0.001,288,,,,
,288,0.00018588366219773889,18,,
,289,0.000582963228225708,18,,
,290,0.00022280868142843246,18,,
,291,0.00019733757653739303,18,,
,292,0.000186333098099567,18,,
,293,0.00016621073882561177,18,,
,294,0.0002671218535397202,18,,
,295,0.00013967904669698328,18,,
,296,0.00020717467123176903,18,,
,297,0.0001436092861695215,18,,
,298,0.0001679078268352896,18,,
,299,0.0006172952125780284,18,,
,300,0.00023473707551602274,18,,
,301,0.0001345019118161872,18,,
,302,0.00010377531725680456,18,,
,303,4.915045064990409e-05,18,,
,303,,18,0.0002624437038321048,
0.001,304,,,,
,304,0.00018621030903887004,19,,
,305,0.0006024768226779997,19,,
,306,0.00022739041014574468,19,,
,307,0.00019704518490470946,19,,
,308,0.00017893637414090335,19,,
,309,0.00016611485625617206,19,,
,310,0.0002760050119832158,19,,
,311,0.00013548597053159028,19,,
,312,0.0002112765214405954,19,,
,313,0.00014759294572286308,19,,
,314,0.00016813119873404503,19,,
,315,0.0006108266534283757,19,,
,316,0.0002324830711586401,19,,
,317,0.00012812306522391737,19,,
,318,0.00010498797928448766,19,,
,319,5.152023004484363e-05,19,,
,319,,19,0.0002621325838845223,
0.001,320,,,,
,320,0.00018364470452070236,20,,
,321,0.00057978619588539,20,,
,322,0.0002300789492437616,20,,
,323,0.00019334496755618602,20,,
,324,0.0001862572826212272,20,,
,325,0.00016148615395650268,20,,
,326,0.0002768590347841382,20,,
,327,0.0001360467285849154,20,,
,328,0.0002086195454467088,20,,
,329,0.00014434375043492764,20,,
,330,0.00016638502711430192,20,,
,331,0.0006108467932790518,20,,
,332,0.00023553380742669106,20,,
,333,0.00013074638263788074,20,,
,334,0.00010329849465051666,20,,
,335,5.060294643044472e-05,20,,
,335,,20,0.0002618205326143652,
0.001,336,,,,
,336,0.00019252508354838938,21,,
,337,0.0005918546812608838,21,,
,338,0.00022881085169501603,21,,
,339,0.0002008879673667252,21,,
,340,0.0001764549087965861,21,,
,341,0.00016129942378029227,21,,
,342,0.0002803078677970916,21,,
,343,0.0001351668033748865,21,,
,344,0.00020704146299976856,21,,
,345,0.00014368604752235115,21,,
,346,0.00016556323680561036,21,,
,347,0.0006143881473690271,21,,
,348,0.00023552190396003425,21,,
,349,0.00013658130774274468,21,,
,350,0.00010565879347268492,21,,
,351,5.158939529792406e-05,21,,
,351,,21,0.00026181075372733176,
0.001,352,,,,
,352,0.00017441566160414368,22,,
,353,0.0005863827536813915,22,,
,354,0.00022425509814638644,22,,
,355,0.0001961631642188877,22,,
,356,0.00017907159053720534,22,,
,357,0.00016272114589810371,22,,
,358,0.0002671642287168652,22,,
,359,0.00013842116459272802,22,,
,360,0.0002153522800654173,22,,
,361,0.00014452656614594162,22,,
,362,0.00016542791854590178,22,,
,363,0.0006257293280214071,22,,
,364,0.0002348817215533927,22,,
,365,0.0001347799989162013,22,,
,366,0.00010366230708314106,22,,
,367,5.018186857341789e-05,22,,
,367,,22,0.00026155609521083534,
0.001,368,,,,
,368,0.00018522277241572738,23,,
,369,0.0005790749564766884,23,,
,370,0.00023427970882039517,23,,
,371,0.00019763865566346794,23,,
,372,0.000179573631612584,23,,
,373,0.00016376844723708928,23,,
,374,0.0002742464712355286,23,,
,375,0.00013764725008513778,23,,
,376,0.00020709482487291098,23,,
,377,0.0001455572055419907,23,,
,378,0.00016629125457257032,23,,
,379,0.0006124335341155529,23,,
,380,0.00023120950208976865,23,,
,381,0.0001315549307037145,23,,
,382,0.00010220322292298079,23,,
,383,5.192145545152016e-05,23,,
,383,,23,0.0002611886593513191,
0.001,384,,,,
,384,0.00018601107876747847,24,,
,385,0.0005858851945959032,24,,
,386,0.00023320771288126707,24,,
,387,0.000194944252143614,24,,
,388,0.00018051576626021415,24,,
,389,0.000165408433531411,24,,
,390,0.0002703815116547048,24,,
,391,0.00013809907250106335,24,,
,392,0.00020885384583380073,24,,
,393,0.0001475073950132355,24,,
,394,0.00016583039541728795,24,,
,395,0.0006065837806090713,24,,
,396,0.0002341360377613455,24,,
,397,0.00013151550956536084,24,,
,398,0.00010229970939690247,24,,
,399,4.966709457221441e-05,24,,
,399,,24,0.000261135894106701,
0.001,400,,,,
,400,0.0001714322715997696,25,,
,401,0.0005851414171047509,25,,
,402,0.00022891417029313743,25,,
,403,0.0001964626571862027,25,,
,404,0.00018096630810759962,25,,
,405,0.0001650413905736059,25,,
,406,0.0002786926634144038,25,,
,407,0.0001324254844803363,25,,
,408,0.00020747564849443734,25,,
,409,0.0001480779319535941,25,,
,410,0.00016829531523399055,25,,
,411,0.00062153598992154,25,,
,412,0.0002302165812579915,25,,
,413,0.00013255819794721901,25,,
,414,0.00010024873336078599,25,,
,415,4.654214353649877e-05,25,,
,415,,25,0.0002607231726869941,
0.001,416,,,,
,416,0.00017936072254087776,26,,
,417,0.0005699922912754118,26,,
,418,0.0002352380397496745,26,,
,419,0.0001982099493034184,26,,
,420,0.00017707781807985157,26,,
,421,0.0001657841494306922,26,,
,422,0.00027088588103652,26,,
,423,0.0001393563870806247,26,,
,424,0.00021048083726782352,26,,
,425,0.00014615536201745272,26,,
,426,0.0001652287319302559,26,,
,427,0.0006176906172186136,26,,
,428,0.00023103959392756224,26,,
,429,0.0001329461665591225,26,,
,430,0.00010696570825530216,26,,
,431,4.807116783922538e-05,26,,
,431,,26,0.0002602950553409755,
0.001,432,,,,
,432,0.0001784653723007068,27,,
,433,0.0005920897820033133,27,,
,434,0.0002317258040420711,27,,
,435,0.00019811037054751068,27,,
,436,0.00017917731020133942,27,,
,437,0.0001622496492927894,27,,
,438,0.00027125191991217434,27,,
,439,0.00013304872845765203,27,,
,440,0.0002073681098408997,27,,
,441,0.0001431081909686327,27,,
,442,0.0001653024519328028,27,,
,443,0.0006160824559628963,27,,
,444,0.00022785957844462246,27,,
,445,0.00013345436309464276,27,,
,446,0.00010845452197827399,27,,
,447,5.03735791426152e-05,27,,
,447,,27,0.0002603052416816354,
0.001,448,,,,
,448,0.0001952904276549816,28,,
,449,0.0005756817408837378,28,,
,450,0.00023091546609066427,28,,
,451,0.00019698328105732799,28,,
,452,0.0001781023747753352,28,,
,453,0.0001632583880564198,28,,
,454,0.0002561731671448797,28,,
,455,0.00013871272676624358,28,,
,456,0.00021255896717775613,28,,
,457,0.00014089932665228844,28,,
,458,0.00016888280515559018,28,,
,459,0.0006181302014738321,28,,
,460,0.0002331113355467096,28,,
,461,0.00013348837092053145,28,,
,462,0.00010593024489935488,28,,
,463,5.20292560395319e-05,28,,
,463,,28,0.00026005113613791764,
0.001,464,,,,
,464,0.00019484882068354636,29,,
,465,0.0006088860682211816,29,,
,466,0.0002198363799834624,29,,
,467,0.00019714485097210854,29,,
,468,0.00017513502098154277,29,,
,469,0.0001607989106560126,29,,
,470,0.0002871674078051001,29,,
,471,0.00013495917664840817,29,,
,472,0.00020911851606797427,29,,
,473,0.0001430628472007811,29,,
,474,0.00016778979625087231,29,,
,475,0.0006153038120828569,29,,
,476,0.00023179764684755355,29,,
,477,0.00013676083472091705,29,,
,478,0.00010756594565464184,29,,
,479,5.280303594190627e-05,29,,
,479,,29,0.00026057998184114695,
0.001,480,,,,
,480,0.00018312179599888623,30,,
,481,0.0006240180227905512,30,,
,482,0.0002150858344975859,30,,
,483,0.00019893437274731696,30,,
,484,0.00017795657913666219,30,,
,485,0.00016401316679548472,30,,
,486,0.0002665619249455631,30,,
,487,0.0001389615354128182,30,,
,488,0.000208605284569785,30,,
,489,0.00014912783808540553,30,,
,490,0.00017210841178894043,30,,
,491,0.0006146401865407825,30,,
,492,0.00023180528660304844,30,,
,493,0.00013483072689268738,30,,
,494,0.00010603517148410901,30,,
,495,4.8739082558313385e-05,30,,
,495,,30,0.0002617763529997319,
0.001,496,,,,
,496,0.00018703339446801692,31,,
,497,0.0006085085333324969,31,,
,498,0.00023294356651604176,31,,
,499,0.0001943094830494374,31,,
,500,0.00017623018356971443,31,,
,501,0.00016601332754362375,31,,
,502,0.0002757115289568901,31,,
,503,0.00013765056792180985,31,,
,504,0.00020632779342122376,31,,
,505,0.00014575336535926908,31,,
,506,0.0001665090530877933,31,,
,507,0.000604267988819629,31,,
,508,0.00022853919654153287,31,,
,509,0.00013244351430330426,31,,
,510,0.00010427860979689285,31,,
,511,5.1895280194003135e-05,31,,
,511,,31,0.00026129462639801204,
0.001,512,,,,
,512,0.0001786101347533986,32,,
,513,0.0005773145821876824,32,,
,514,0.00023138646793086082,32,,
,515,0.00019643384439405054,32,,
,516,0.00018201724742539227,32,,
,517,0.00016478117322549224,32,,
,518,0.00027269485872238874,32,,
,519,0.0001337852154392749,32,,
,520,0.00020752950513269752,32,,
,521,0.0001433019933756441,32,,
,522,0.00016131169104482979,32,,
,523,0.0006076901336200535,32,,
,524,0.00023635872639715672,32,,
,525,0.00013172070612199605,32,,
,526,0.00010257424582960084,32,,
,527,4.928017733618617e-05,32,,
,527,,32,0.00026005483232438564,
0.001,528,,,,
,528,0.00018212245777249336,33,,
,529,0.0005677085719071329,33,,
,530,0.00022728882322553545,33,,
,531,0.00019405577040743083,33,,
,532,0.00017287790251430124,33,,
,533,0.00016356396372430027,33,,
,534,0.0002850055752787739,33,,
,535,0.00013637995289172977,33,,
,536,0.000212746555916965,33,,
,537,0.00014414801262319088,33,,
,538,0.0001661542773945257,33,,
,539,0.000617319077719003,33,,
,540,0.00023366580717265606,33,,
,541,0.00013437768211588264,33,,
,542,0.0001060286522260867,33,,
,543,4.843236456508748e-05,33,,
,543,,33,0.00026028850697912276,
0.001,544,,,,
,544,0.00018944811017718166,34,,
,545,0.0006063239416107535,34,,
,546,0.00023156996758189052,34,,
,547,0.0001956965570570901,34,,
,548,0.00018515437841415405,34,,
,549,0.00016294221859425306,34,,
,550,0.00027794530615210533,34,,
,551,0.00013348246284294873,34,,
,552,0.00020844524260610342,34,,
,553,0.0001453025033697486,34,,
,554,0.000167988779139705,34,,
,555,0.0006078099249862134,34,,
,556,0.00023720752506051213,34,,
,557,0.00013145215052645653,34,,
,558,0.00010460264456924051,34,,
,559,5.0133159675169736e-05,34,,
,559,,34,0.0002630923700053245,
0.001,560,,,,
,560,0.00017400275100953877,35,,
,561,0.0005770791321992874,35,,
,562,0.00022860679018776864,35,,
,563,0.00019623302796389908,35,,
,564,0.0001742855820339173,35,,
,565,0.0001635737280594185,35,,
,566,0.000286310474621132,35,,
,567,0.00013657983799930662,35,,
,568,0.00020870317530352622,35,,
,569,0.00014431226009037346,35,,
,570,0.00016555417096242309,35,,
,571,0.0006152401911094785,35,,
,572,0.0002299642947036773,35,,
,573,0.00013569995644502342,35,,
,574,0.00010114896576851606,35,,
,575,5.184636393096298e-05,35,,
,575,,35,0.00026550734764896333,
0.001,576,,,,
,576,0.00018396828090772033,36,,
,577,0.0005774400779046118,36,,
,578,0.00022975864703767002,36,,
,579,0.00019353165407665074,36,,
,580,0.00017517335072625428,36,,
,581,0.00016108642739709467,36,,
,582,0.0002814219333231449,36,,
,583,0.00013445196964312345,36,,
,584,0.00020882714306935668,36,,
,585,0.00014210033987183124,36,,
,586,0.00016239278193097562,36,,
,587,0.0006054615369066596,36,,
,588,0.00022543981322087348,36,,
,589,0.00013315040268935263,36,,
,590,0.00010922535875579342,36,,
,591,5.125019379192963e-05,36,,
,591,,36,0.0002626894856803119,
0.001,592,,,,
,592,0.00018725513655226678,37,,
,593,0.000609315640758723,37,,
,594,0.0002327752736164257,37,,
,595,0.000195531320059672,37,,
,596,0.00017890011076815426,37,,
,597,0.00016491857240907848,37,,
,598,0.00029148656176403165,37,,
,599,0.000138986884849146,37,,
,600,0.00020888428844045848,37,,
,601,0.0001444242661818862,37,,
,602,0.00016448103997390717,37,,
,603,0.000600455969106406,37,,
,604,0.0002274743455927819,37,,
,605,0.00012999193859286606,37,,
,606,0.00010647845920175314,37,,
,607,5.1139835704816505e-05,37,,
,607,,37,0.00026256064302287996,
0.001,608,,,,
,608,0.00019453289860393852,38,,
,609,0.000577982107643038,38,,
,610,0.0002310869749635458,38,,
,611,0.0002016008220380172,38,,
,612,0.00017597063560970128,38,,
,613,0.00016159664664883167,38,,
,614,0.00028121419018134475,38,,
,615,0.00013218166714068502,38,,
,616,0.00021151936380192637,38,,
,617,0.00014459481462836266,38,,
,618,0.00016749124915804714,38,,
,619,0.0006163936923258007,38,,
,620,0.00023801512725185603,38,,
,621,0.0001321121962973848,38,,
,622,0.00010710969945648685,38,,
,623,5.353209417080507e-05,38,,
,623,,38,0.0002659437304828316,
0.001,624,,,,
,624,0.0001826171501306817,39,,
,625,0.0005960639682598412,39,,
,626,0.0002265397342853248,39,,
,627,0.00020041338575538248,39,,
,628,0.00018036259280052036,39,,
,629,0.00016237283125519753,39,,
,630,0.00027433561626821756,39,,
,631,0.00013592967297881842,39,,
,632,0.0002113164955517277,39,,
,633,0.0001466850662836805,39,,
,634,0.00016457700985483825,39,,
,635,0.0006038843421265483,39,,
,636,0.0002335984172532335,39,,
,637,0.0001311847154283896,39,,
,638,0.00010344103066017851,39,,
,639,5.226495341048576e-05,39,,
,639,,39,0.00027048710035160184,
0.001,640,,,,
,640,0.00017629170906729996,40,,
,641,0.0005854019545949996,40,,
,642,0.00022989172430243343,40,,
,643,0.00019570838776417077,40,,
,644,0.0001752619573380798,40,,
,645,0.00016010341641958803,40,,
,646,0.0002704893995542079,40,,
,647,0.0001368947559967637,40,,
,648,0.00021123222541064024,40,,
,649,0.00014089667820371687,40,,
,650,0.0001647326716920361,40,,
,651,0.0006007168558426201,40,,
,652,0.00023156279348768294,40,,
,653,0.00012974139826837927,40,,
,654,0.00010392646072432399,40,,
,655,4.846139199798927e-05,40,,
,655,,40,0.00027129316003993154,
0.001,656,,,,
,656,0.00018422566063236445,41,,
,657,0.0005867572617717087,41,,
,658,0.00022634142078459263,41,,
,659,0.00019544610404409468,41,,
,660,0.0001779875747160986,41,,
,661,0.00016396958380937576,41,,
,662,0.0002595983387436718,41,,
,663,0.00013095593021716923,41,,
,664,0.00020792953728232533,41,,
,665,0.00014492112677544355,41,,
,666,0.00016400041931774467,41,,
,667,0.0006023538880981505,41,,
,668,0.00022961678041610867,41,,
,669,0.0001355519489152357,41,,
,670,0.00010727420158218592,41,,
,671,5.03689116158057e-05,41,,
,671,,41,0.00027438419056124985,
0.001,672,,,,
,672,0.0001833706337492913,42,,
,673,0.0005839195218868554,42,,
,674,0.00023581496498081833,42,,
,675,0.0001936624466907233,42,,
,676,0.00017226580530405045,42,,
,677,0.00016254100773949176,42,,
,678,0.00028699354152195156,42,,
,679,0.00013730395585298538,42,,
,680,0.0002091190981445834,42,,
,681,0.00014499729149974883,42,,
,682,0.00016604788834229112,42,,
,683,0.000601870589889586,42,,
,684,0.0002310552226845175,42,,
,685,0.00012994783173780888,42,,
,686,0.00010127326095243916,42,,
,687,5.0769831432262436e-05,42,,
,687,,42,0.00027056431281380355,
0.001,688,,,,
,688,0.0001764924090821296,43,,
,689,0.0006262965616770089,43,,
,690,0.00022229446040000767,43,,
,691,0.0001919181231642142,43,,
,692,0.000186299454071559,43,,
,693,0.00016412793775089085,43,,
,694,0.00028919472242705524,43,,
,695,0.00013816026330459863,43,,
,696,0.0002093679941026494,43,,
,697,0.0001435054582543671,43,,
,698,0.00016251113265752792,43,,
,699,0.0005975227104499936,43,,
,700,0.00022448846721090376,43,,
,701,0.00013222811685409397,43,,
,702,0.0001035235618473962,43,,
,703,4.828732562600635e-05,43,,
,703,,43,0.00027527197380550206,
0.001,704,,,,
,704,0.00018587656086310744,44,,
,705,0.0005942827556282282,44,,
,706,0.00023027582210488617,44,,
,707,0.00019652485207188874,44,,
,708,0.00017259889864362776,44,,
,709,0.00015784539573360234,44,,
,710,0.00026612900546751916,44,,
,711,0.00012890130165033042,44,,
,712,0.00021007501345593482,44,,
,713,0.00014238234143704176,44,,
,714,0.0001680930727161467,44,,
,715,0.0005988703924231231,44,,
,716,0.00022318062838166952,44,,
,717,0.0001297871203860268,44,,
,718,0.00010320342698832974,44,,
,719,5.0805108912754804e-05,44,,
,719,,44,0.00027165317442268133,
0.001,720,,,,
,720,0.00018076891137752682,45,,
,721,0.0005982654402032495,45,,
,722,0.0002230839163530618,45,,
,723,0.00019247177988290787,45,,
,724,0.00016851691179908812,45,,
,725,0.00016227916057687253,45,,
,726,0.0002630554954521358,45,,
,727,0.0001374697603750974,45,,
,728,0.0002104657469317317,45,,
,729,0.00014746020315214992,45,,
,730,0.00016367368516512215,45,,
,731,0.0005943745491094887,45,,
,732,0.0002320916100870818,45,,
,733,0.00013239042891655117,45,,
,734,0.00010014189319917932,45,,
,735,4.730917498818599e-05,45,,
,735,,45,0.0002833969483617693,
0.001,736,,,,
,736,0.00020016188500449061,46,,
,737,0.0005711416015401483,46,,
,738,0.000239540750044398,46,,
,739,0.00019925649394281209,46,,
,740,0.00016949718701653183,46,,
,741,0.00016051414422690868,46,,
,742,0.0002518816909287125,46,,
,743,0.00014068471500650048,46,,
,744,0.00021210694103501737,46,,
